20200401,1
20200402,1
20200403,1
20200404,1
20200405,1
20200406,1
20200407,1
20200408,5
20200409,6
20200410,6
20200411,10
20200412,10
20200413,14
20200414,15
20200415,20
20200416,20
20200417,27
20200418,28
20200419,30
20200420,32
20200421,33
20200422,33
20200423,37
20200424,40
20200425,45
20200426,46
20200427,46
20200428,49
20200429,50
20200430,54
20200501,55
20200502,63
20200503,66
20200504,66
20200505,66
20200506,66
20200507,66
20200508,67
20200509,67
20200510,67
20200511,67
20200512,67
20200513,69
20200514,70
20200515,70
20200516,70
20200517,70
20200518,70
20200519,70
20200520,71
20200521,71
20200522,71
20200523,71
20200524,72
20200525,72
20200526,72
20200527,72
20200528,72
20200529,72
20200530,72
20200531,72
20200601,72
20200602,74
20200603,74
20200604,74
20200605,74
20200606,74
20200607,74
20200608,75
20200609,75
20200610,75
20200611,77
20200612,77
20200613,77
20200614,77
20200615,78
20200616,78
20200617,78
20200618,79
20200619,79
20200620,79
20200621,79
20200622,79
20200623,79
20200624,79
20200625,79
20200626,79
20200627,79
20200628,79
20200629,79
20200630,79
20200701,80
20200702,80
20200703,82
20200704,82
20200705,82
20200706,83
20200707,84
20200708,84
20200709,84
20200710,86
20200711,87
20200712,87
20200713,87
20200714,90
20200715,91
20200716,92
20200717,98
20200718,101
20200719,105
20200720,107
20200721,112
20200722,113
20200723,115
20200724,117
20200725,124
20200726,125
20200727,126
20200728,129
20200729,129
20200730,131
20200731,132
20200801,137
20200802,138
20200803,138
20200804,140
20200805,140
20200806,143
20200807,145
20200808,154
20200809,159
20200810,160
20200811,162
20200812,168
20200813,169
20200814,174
20200815,181
20200816,182
20200817,182
20200818,183
20200819,186
20200820,187
20200821,188
20200822,190
20200823,190
20200824,190
20200825,193
20200826,195
20200827,198
20200828,200
20200829,200
20200830,202
20200831,202
20200901,203
20200902,203
20200903,204
20200904,205
20200905,207
20200906,210
20200907,211
20200908,213
20200909,214
20200910,218
20200911,221
20200912,222
20200913,224
20200914,225
20200915,228
20200916,232
20200917,233
20200918,240
20200919,244
20200920,245
20200921,246
20200922,246
20200923,248
20200924,250
20200925,252
20200926,258
20200927,259
20200928,263
20200929,264
20200930,264
20201001,265
20201002,265
20201003,266
20201004,267
20201005,268
20201006,269
20201007,270
20201008,275
20201009,276
20201010,278
20201012,280
20201013,281
20201014,283
20201015,285
20201016,285
20201017,289
20201018,291
20201019,291
20201020,291
20201021,291
20201022,294
20201023,297
20201024,300
20201025,303
20201026,303
20201027,306
20201028,310
20201029,313
20201030,319
20201031,320
20201101,321
20201102,322
20201103,322
20201104,325
20201105,325
20201106,325
20201107,326
20201108,327
20201109,327
20201110,330
20201111,334
20201112,337
20201113,339
20201114,343
20201115,345
20201116,346
20201117,347
20201118,349
20201119,351
20201120,352
20201121,357
20201122,360
20201123,361
20201124,361
20201125,362
20201126,364
20201127,367
20201128,372
20201129,377
20201130,379
20201201,381
20201202,385
20201203,388
20201204,394
20201205,395
20201206,400
20201207,401
20201208,403
20201209,411
20201210,417
20201211,426
20201212,433
20201213,437
20201214,439
20201215,445
20201216,449
