20200401,0
20200402,0
20200403,0
20200404,0
20200405,2
20200406,2
20200407,3
20200408,3
20200409,5
20200410,5
20200411,8
20200412,8
20200413,8
20200414,8
20200415,8
20200416,9
20200417,13
20200418,13
20200419,13
20200420,13
20200421,13
20200422,13
20200423,13
20200424,13
20200425,13
20200426,13
20200427,13
20200428,13
20200429,13
20200430,13
20200501,13
20200502,13
20200503,13
20200504,13
20200505,13
20200506,13
20200507,13
20200508,13
20200509,13
20200510,13
20200511,13
20200512,13
20200513,14
20200514,14
20200515,14
20200516,14
20200517,14
20200518,14
20200519,14
20200520,14
20200521,14
20200522,14
20200523,14
20200524,14
20200525,14
20200526,14
20200527,14
20200528,14
20200529,14
20200530,14
20200531,14
20200601,14
20200602,14
20200603,14
20200604,14
20200605,15
20200606,15
20200607,15
20200608,15
20200609,15
